Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,TotalIncome,Loan_Status,Credit_Score,DTI,LTI,Risk_Category,Default_Probability
LP001561,Female,Yes,0,Graduate,No,3417,1287,200.0,360.0,1.0,Semiurban,4704,Y,609,0.04250797024442083,42.50797024442083,Medium,0.44
LP001563,,No,0,Graduate,No,1596,1760,119.0,360.0,0.0,Urban,3356,N,454,0.03544831694965743,35.44831694965743,High,0.72
LP001567,Male,Yes,3+,Graduate,No,4513,0,120.0,360.0,1.0,Rural,4513,Y,612,0.02658396101019052,26.583961010190517,Medium,0.43
LP001568,Male,Yes,0,Graduate,No,4500,0,140.0,360.0,1.0,Semiurban,4500,Y,612,0.03110419906687403,31.104199066874028,Medium,0.43
LP001573,Male,Yes,0,Not Graduate,No,4523,1350,165.0,360.0,1.0,Urban,5873,Y,612,0.028089887640449437,28.089887640449437,Medium,0.43
LP001584,Female,No,0,Graduate,Yes,4742,0,108.0,360.0,1.0,Semiurban,4742,Y,613,0.022770398481973434,22.770398481973434,Medium,0.43
LP001587,Male,Yes,,Graduate,No,4082,0,93.0,360.0,1.0,Semiurban,4082,Y,611,0.022777369581190303,22.7773695811903,Medium,0.43
LP001589,Female,No,0,Graduate,No,3417,0,102.0,360.0,1.0,Urban,3417,Y,609,0.02984201287302516,29.842012873025162,Medium,0.44
LP001591,Female,Yes,2,Graduate,No,2922,3396,122.0,360.0,1.0,Semiurban,6318,Y,608,0.019306852350055387,19.30685235005539,Medium,0.44
LP001599,Male,Yes,0,Graduate,No,4167,4754,160.0,360.0,1.0,Rural,8921,Y,611,0.017933198834342075,17.933198834342075,Medium,0.43
LP001601,Male,No,3+,Graduate,No,4243,4123,157.0,360.0,,Semiurban,8366,Y,461,0.018764192661646948,18.764192661646945,High,0.71
LP001607,Female,No,0,Not Graduate,No,0,1760,180.0,360.0,1.0,Semiurban,1760,Y,600,0.10221465076660988,102.21465076660988,High,0.45
LP001611,Male,Yes,1,Graduate,No,1516,2900,80.0,,0.0,Rural,4416,N,454,0.01811184061580258,18.11184061580258,High,0.72
LP001613,Female,No,0,Graduate,No,1762,2666,104.0,360.0,0.0,Urban,4428,N,454,0.023481598554978552,23.48159855497855,High,0.72
LP001622,Male,Yes,2,Graduate,No,724,3510,213.0,360.0,0.0,Rural,4234,N,451,0.050295159386068475,50.29515938606848,High,0.73
LP001627,Male,No,0,Graduate,No,3125,0,65.0,360.0,1.0,Urban,3125,Y,608,0.020793346129238645,20.793346129238643,Medium,0.44
LP001650,Male,Yes,0,Graduate,No,2333,3803,146.0,360.0,1.0,Rural,6136,Y,606,0.023790125468469935,23.790125468469938,Medium,0.44
LP001651,Male,Yes,3+,Graduate,No,3350,1560,135.0,360.0,1.0,Urban,4910,Y,609,0.02748930971288943,27.489309712889433,Medium,0.44
LP001652,Male,No,0,Graduate,No,2500,6414,187.0,360.0,0.0,Rural,8914,N,456,0.020975883342680874,20.975883342680874,High,0.72
LP001655,Female,No,0,Graduate,No,12500,0,300.0,360.0,0.0,Urban,12500,N,484,0.023998080153587713,23.99808015358771,High,0.67
LP001660,Male,No,0,Graduate,No,4667,0,120.0,360.0,1.0,Semiurban,4667,Y,612,0.02570694087403599,25.70694087403599,Medium,0.43
LP001662,Male,No,0,Graduate,No,6500,0,71.0,360.0,0.0,Urban,6500,N,467,0.010921396708198739,10.921396708198738,High,0.7
LP001663,Male,Yes,2,Graduate,No,7500,0,225.0,360.0,1.0,Urban,7500,Y,620,0.02999600053326223,29.996000533262233,Medium,0.42
LP001667,Male,No,0,Graduate,No,3073,0,70.0,180.0,1.0,Urban,3073,Y,608,0.02277163305139883,22.77163305139883,Medium,0.44
LP001695,Male,Yes,1,Not Graduate,No,3321,2088,70.0,,1.0,Semiurban,5409,Y,609,0.012939001848428836,12.939001848428836,Medium,0.44
LP001703,Male,Yes,0,Graduate,No,3333,1270,124.0,360.0,1.0,Urban,4603,Y,609,0.02693310165073849,26.93310165073849,Medium,0.44
LP001718,Male,No,0,Graduate,No,3391,0,132.0,360.0,1.0,Rural,3391,Y,609,0.03891509433962264,38.91509433962264,Medium,0.44
LP001728,Male,Yes,1,Graduate,Yes,3343,1517,105.0,360.0,1.0,Rural,4860,Y,609,0.02160049372557087,21.60049372557087,Medium,0.44
LP001735,Female,No,1,Graduate,No,3620,0,90.0,360.0,1.0,Urban,3620,Y,609,0.024855012427506214,24.855012427506214,Medium,0.44
LP001737,Male,No,0,Graduate,No,4000,0,83.0,84.0,1.0,Urban,4000,Y,611,0.02074481379655086,20.74481379655086,Medium,0.43
LP001739,Male,Yes,0,Graduate,No,4258,0,125.0,360.0,1.0,Urban,4258,Y,611,0.029349612585113878,29.349612585113878,Medium,0.43
LP001742,Male,Yes,2,Graduate,No,4500,0,147.0,360.0,1.0,Rural,4500,Y,612,0.03265940902021773,32.65940902021773,Medium,0.43
LP001757,Male,Yes,1,Graduate,No,2014,2925,120.0,360.0,1.0,Rural,4939,Y,605,0.024291497975708502,24.291497975708502,Medium,0.45
LP001769,,No,,Graduate,No,3333,1250,110.0,360.0,1.0,Semiurban,4583,Y,609,0.02399650959860384,23.99650959860384,Medium,0.44
LP001771,Female,No,3+,Graduate,No,4083,0,103.0,360.0,,Semiurban,4083,Y,461,0.025220372184133203,25.220372184133204,High,0.71
LP001785,Male,No,0,Graduate,No,4727,0,150.0,360.0,0.0,Rural,4727,N,463,0.031725888324873094,31.725888324873097,High,0.7
LP001787,Male,Yes,3+,Graduate,No,3089,2999,100.0,240.0,1.0,Rural,6088,Y,608,0.016423057973394647,16.423057973394645,Medium,0.44
LP001789,Male,Yes,3+,Not Graduate,,6794,528,139.0,360.0,0.0,Urban,7322,N,468,0.01898129182029223,18.98129182029223,High,0.69
LP001791,Male,Yes,0,Graduate,Yes,32000,0,550.0,360.0,,Semiurban,32000,Y,538,0.017186962907409144,17.186962907409143,High,0.57
LP001794,Male,Yes,2,Graduate,Yes,10890,0,260.0,12.0,1.0,Rural,10890,Y,630,0.023872922596639427,23.872922596639427,Medium,0.4
LP001797,Female,No,0,Graduate,No,12941,0,150.0,300.0,1.0,Urban,12941,Y,635,0.011590171534538712,11.590171534538712,Medium,0.39
LP001815,Male,No,0,Not Graduate,No,3276,0,90.0,360.0,1.0,Semiurban,3276,Y,609,0.0274641440341776,27.4641440341776,Medium,0.44
LP001817,Male,No,0,Not Graduate,Yes,8703,0,199.0,360.0,0.0,Rural,8703,N,473,0.022863051470588234,22.863051470588236,High,0.69
LP001818,Male,Yes,1,Graduate,No,4742,717,139.0,360.0,1.0,Semiurban,5459,Y,613,0.025457875457875458,25.457875457875456,Medium,0.43
LP001822,Male,No,0,Graduate,No,5900,0,150.0,360.0,1.0,Urban,5900,Y,616,0.02541942043721403,25.419420437214033,Medium,0.43
LP001827,Male,No,0,Graduate,No,3071,4309,180.0,360.0,1.0,Urban,7380,Y,608,0.02438693943910039,24.38693943910039,Medium,0.44
LP001831,Male,Yes,0,Graduate,No,2783,1456,113.0,360.0,1.0,Urban,4239,Y,607,0.026650943396226416,26.650943396226417,Medium,0.44
LP001842,Male,No,0,Graduate,No,5000,0,148.0,360.0,1.0,Rural,5000,Y,613,0.02959408118376325,29.594081183763247,Medium,0.43
LP001853,Male,Yes,1,Not Graduate,No,2463,2360,117.0,360.0,0.0,Urban,4823,N,456,0.024253731343283583,24.253731343283583,High,0.72
LP001855,Male,Yes,2,Graduate,No,4855,0,72.0,360.0,1.0,Rural,4855,Y,613,0.014827018121911038,14.827018121911038,Medium,0.43
LP001857,Male,No,0,Not Graduate,Yes,1599,2474,125.0,300.0,1.0,Semiurban,4073,Y,604,0.030682376043200784,30.682376043200787,Medium,0.45
LP001862,Male,Yes,2,Graduate,Yes,4246,4246,214.0,360.0,1.0,Urban,8492,Y,611,0.025197221241022017,25.197221241022017,Medium,0.43
LP001867,Male,Yes,0,Graduate,No,4333,2291,133.0,350.0,1.0,Rural,6624,Y,611,0.020075471698113207,20.07547169811321,Medium,0.43
LP001878,Male,No,1,Graduate,No,5823,2529,187.0,360.0,1.0,Semiurban,8352,Y,616,0.022387166287561357,22.387166287561357,Medium,0.43
LP001881,Male,Yes,0,Not Graduate,No,7895,0,143.0,360.0,1.0,Rural,7895,Y,621,0.018110435663627154,18.110435663627154,Medium,0.42
LP001886,Male,No,0,Graduate,No,4150,4256,209.0,360.0,1.0,Rural,8406,Y,611,0.024860235518020697,24.860235518020698,Medium,0.43
LP001906,Male,No,0,Graduate,,2964,0,84.0,360.0,0.0,Semiurban,2964,N,458,0.02833052276559865,28.33052276559865,High,0.71
LP001909,Male,No,0,Graduate,No,5583,0,116.0,360.0,1.0,Urban,5583,Y,615,0.020773638968481375,20.773638968481375,Medium,0.43
LP001911,Female,No,0,Graduate,No,2708,0,65.0,360.0,1.0,Rural,2708,Y,607,0.02399409376153562,23.994093761535623,Medium,0.44
LP001921,Male,No,1,Graduate,No,3180,2370,80.0,240.0,,Rural,5550,Y,458,0.014411817690506215,14.411817690506215,High,0.71
LP001923,Male,No,0,Not Graduate,No,2268,0,170.0,360.0,0.0,Semiurban,2268,N,456,0.0749228735125606,74.9228735125606,High,0.72
LP001933,Male,No,2,Not Graduate,No,1141,2017,120.0,360.0,0.0,Urban,3158,N,453,0.03798670465337132,37.98670465337132,High,0.72
LP001943,Male,Yes,0,Graduate,No,3042,3167,135.0,360.0,1.0,Urban,6209,Y,608,0.021739130434782608,21.73913043478261,Medium,0.44
LP001950,Female,Yes,3+,Graduate,,1750,2935,94.0,360.0,0.0,Semiurban,4685,N,454,0.020059752454118653,20.05975245411865,High,0.72
LP001959,Female,Yes,1,Graduate,No,3564,0,79.0,360.0,1.0,Rural,3564,Y,609,0.022159887798036466,22.159887798036465,Medium,0.44
LP001961,Female,No,0,Graduate,No,3958,0,110.0,360.0,1.0,Rural,3958,Y,610,0.027784794139934326,27.784794139934327,Medium,0.44
LP001973,Male,Yes,2,Not Graduate,No,4483,0,130.0,360.0,1.0,Rural,4483,Y,612,0.028991971454058876,28.991971454058877,Medium,0.43
LP001975,Male,Yes,0,Graduate,No,5225,0,143.0,360.0,1.0,Rural,5225,Y,614,0.02736318407960199,27.36318407960199,Medium,0.43
LP001979,Male,No,0,Graduate,No,3017,2845,159.0,180.0,0.0,Urban,5862,N,458,0.02711922224117346,27.11922224117346,High,0.71
LP001995,Male,Yes,0,Not Graduate,No,2431,1820,110.0,360.0,0.0,Rural,4251,N,456,0.025870178739416744,25.870178739416744,High,0.72
LP001999,Male,Yes,2,Graduate,,4912,4614,160.0,360.0,1.0,Rural,9526,Y,613,0.01679437388474861,16.79437388474861,Medium,0.43
LP002007,Male,Yes,2,Not Graduate,No,2500,3333,131.0,360.0,1.0,Urban,5833,Y,606,0.022454576619814877,22.45457661981488,Medium,0.44
LP002009,Female,No,0,Graduate,No,2918,0,65.0,360.0,,Rural,2918,Y,458,0.022267899965741692,22.26789996574169,High,0.71
LP002016,Male,Yes,2,Graduate,No,5128,0,143.0,360.0,1.0,Rural,5128,Y,614,0.027880678494833302,27.8806784948333,Medium,0.43
LP002017,Male,Yes,3+,Graduate,No,15312,0,187.0,360.0,,Urban,15312,Y,492,0.012211846143799386,12.211846143799386,High,0.65
LP002018,Male,Yes,2,Graduate,No,3958,2632,160.0,360.0,1.0,Semiurban,6590,Y,610,0.024275527234107117,24.275527234107116,Medium,0.44
LP002027,Male,Yes,0,Graduate,No,4334,2945,165.0,360.0,1.0,Semiurban,7279,Y,611,0.022664835164835164,22.664835164835164,Medium,0.43
LP002028,Male,Yes,2,Graduate,No,4358,0,110.0,360.0,1.0,Urban,4358,Y,612,0.025235145675613673,25.235145675613673,Medium,0.43
LP002042,Female,Yes,1,Graduate,No,4000,3917,173.0,360.0,1.0,Rural,7917,Y,611,0.021848951755493812,21.84895175549381,Medium,0.43
